Copyright 1986-2022 Xilinx, Inc. All Rights Reserved. Copyright 2022-2025 Advanced Micro Devices, Inc. All Rights Reserved.
---------------------------------------------------------------------------------------------------------------------------------------------
| Tool Version : Vivado v.2025.2 (lin64) Build 6299465 Fri Nov 14 12:34:56 MST 2025
| Date         : Wed Sep 23 15:56:03 2026
| Host         : johan2-Yoga-7-15ITL5 running 64-bit Ubuntu 22.04.5 LTS
| Command      : report_utilization -hierarchical
| Design       : zynq_gnss_acquisition_bd_wrapper
| Device       : xc7z020clg484-1
| Speed File   : -1
| Design State : Routed
---------------------------------------------------------------------------------------------------------------------------------------------

Utilization Design Information

Table of Contents
-----------------
1. Utilization by Hierarchy

1. Utilization by Hierarchy
---------------------------

+-------------------------------------------------------------------+--------------------------------------------------------------------------------------------------------------------------+------------+------------+---------+------+-------+--------+--------+------------+
|                              Instance                             |                                                          Module                                                          | Total LUTs | Logic LUTs | LUTRAMs | SRLs |  FFs  | RAMB36 | RAMB18 | DSP Blocks |
|         fmul_32ns_32ns_32_4_max_dsp_1_U2                          |                                   zynq_gnss_acquisition_bd_complex_scale_0_0_complex_scale_fmul_32ns_32ns_32_4_max_dsp_1 |         87 |         87 |       0 |    0 |   107 |      0 |      0 |          3 |
|           (fmul_32ns_32ns_32_4_max_dsp_1_U2)                      |                                   zynq_gnss_acquisition_bd_complex_scale_0_0_complex_scale_fmul_32ns_32ns_32_4_max_dsp_1 |         16 |         16 |       0 |    0 |    62 |      0 |      0 |          0 |
|           complex_scale_fmul_32ns_32ns_32_4_max_dsp_1_ip_u        |                                zynq_gnss_acquisition_bd_complex_scale_0_0_complex_scale_fmul_32ns_32ns_32_4_max_dsp_1_ip |         71 |         71 |       0 |    0 |    45 |      0 |      0 |          3 |
|             U0                                                    |                                                        zynq_gnss_acquisition_bd_complex_scale_0_0_floating_point_v7_1_21 |         71 |         71 |       0 |    0 |    45 |      0 |      0 |          3 |
|               i_synth                                             |                                                    zynq_gnss_acquisition_bd_complex_scale_0_0_floating_point_v7_1_21_viv |         71 |         71 |       0 |    0 |    45 |      0 |      0 |          3 |
|                 MULT.OP                                           |                                                                      zynq_gnss_acquisition_bd_complex_scale_0_0_flt_mult |         71 |         71 |       0 |    0 |    45 |      0 |      0 |          3 |
|         regslice_both_input_r_V_data_V_U                          |                                                   zynq_gnss_acquisition_bd_complex_scale_0_0_complex_scale_regslice_both |         69 |         69 |       0 |    0 |   129 |      0 |      0 |          0 |
|         regslice_both_output_r_V_data_V_U                         |                                                 zynq_gnss_acquisition_bd_complex_scale_0_0_complex_scale_regslice_both_0 |         76 |         76 |       0 |    0 |   129 |      0 |      0 |          0 |
|     ddr_to_stream_0                                               |                                                                               zynq_gnss_acquisition_bd_ddr_to_stream_0_0 |        979 |        944 |       0 |   35 |  1640 |      0 |      1 |          0 |
|       inst                                                        |                                                                 zynq_gnss_acquisition_bd_ddr_to_stream_0_0_ddr_to_stream |        979 |        944 |       0 |   35 |  1640 |      0 |      1 |          0 |
|         (inst)                                                    |                                                                 zynq_gnss_acquisition_bd_ddr_to_stream_0_0_ddr_to_stream |         33 |         32 |       0 |    1 |   258 |      0 |      0 |          0 |
|         control_r_s_axi_U                                         |                                                 zynq_gnss_acquisition_bd_ddr_to_stream_0_0_ddr_to_stream_control_r_s_axi |        109 |        109 |       0 |    0 |   169 |      0 |      0 |          0 |
|         control_s_axi_U                                           |                                                   zynq_gnss_acquisition_bd_ddr_to_stream_0_0_ddr_to_stream_control_s_axi |         51 |         51 |       0 |    0 |    84 |      0 |      0 |          0 |
|         gmem_m_axi_U                                              |                                                      zynq_gnss_acquisition_bd_ddr_to_stream_0_0_ddr_to_stream_gmem_m_axi |        439 |        406 |       0 |   33 |   739 |      0 |      1 |          0 |
|           load_unit_0                                             |                                                 zynq_gnss_acquisition_bd_ddr_to_stream_0_0_ddr_to_stream_gmem_m_axi_load |        100 |         67 |       0 |   33 |   180 |      0 |      1 |          0 |
|             (load_unit_0)                                         |                                                 zynq_gnss_acquisition_bd_ddr_to_stream_0_0_ddr_to_stream_gmem_m_axi_load |          1 |          1 |       0 |    0 |    66 |      0 |      0 |          0 |
|             fifo_rreq                                             |                                                 zynq_gnss_acquisition_bd_ddr_to_stream_0_0_ddr_to_stream_gmem_m_axi_fifo |         52 |         19 |       0 |   33 |    77 |      0 |      0 |          0 |
|               U_fifo_srl                                          |                                                  zynq_gnss_acquisition_bd_ddr_to_stream_0_0_ddr_to_stream_gmem_m_axi_srl |         37 |          4 |       0 |   33 |    63 |      0 |      0 |          0 |
|           bus_read                                                |                                                 zynq_gnss_acquisition_bd_ddr_to_stream_0_0_ddr_to_stream_gmem_m_axi_read |        339 |        339 |       0 |    0 |   559 |      0 |      0 |          0 |
|             rreq_burst_conv                                       |                                      zynq_gnss_acquisition_bd_ddr_to_stream_0_0_ddr_to_stream_gmem_m_axi_burst_converter |        262 |        262 |       0 |    0 |   457 |      0 |      0 |          0 |
|               burst_sequential                                    |                                     zynq_gnss_acquisition_bd_ddr_to_stream_0_0_ddr_to_stream_gmem_m_axi_burst_sequential |        262 |        262 |       0 |    0 |   457 |      0 |      0 |          0 |
|                 (burst_sequential)                                |                                     zynq_gnss_acquisition_bd_ddr_to_stream_0_0_ddr_to_stream_gmem_m_axi_burst_sequential |        155 |        155 |       0 |    0 |   324 |      0 |      0 |          0 |
|                 rs_req                                            |                                            zynq_gnss_acquisition_bd_ddr_to_stream_0_0_ddr_to_stream_gmem_m_axi_reg_slice |        107 |        107 |       0 |    0 |   133 |      0 |      0 |          0 |
|             rs_rdata                                              |                            zynq_gnss_acquisition_bd_ddr_to_stream_0_0_ddr_to_stream_gmem_m_axi_reg_slice__parameterized0 |         39 |         39 |       0 |    0 |    71 |      0 |      0 |          0 |
|         grp_ddr_to_stream_Pipeline_STREAM_LOOP_fu_102             |                              zynq_gnss_acquisition_bd_ddr_to_stream_0_0_ddr_to_stream_ddr_to_stream_Pipeline_STREAM_LOOP |        266 |        265 |       0 |    1 |   242 |      0 |      0 |          0 |
|           (grp_ddr_to_stream_Pipeline_STREAM_LOOP_fu_102)         |                              zynq_gnss_acquisition_bd_ddr_to_stream_0_0_ddr_to_stream_ddr_to_stream_Pipeline_STREAM_LOOP |        182 |        181 |       0 |    1 |   240 |      0 |      0 |          0 |
|           flow_control_loop_pipe_sequential_init_U                |                          zynq_gnss_acquisition_bd_ddr_to_stream_0_0_ddr_to_stream_flow_control_loop_pipe_sequential_init |        144 |        144 |       0 |    0 |     2 |      0 |      0 |          0 |
|         regslice_both_stream_out_V_data_V_U                       |                                                   zynq_gnss_acquisition_bd_ddr_to_stream_0_0_ddr_to_stream_regslice_both |         70 |         70 |       0 |    0 |   133 |      0 |      0 |          0 |
|     ddr_to_stream_1                                               |                                                                               zynq_gnss_acquisition_bd_ddr_to_stream_1_1 |        978 |        943 |       0 |   35 |  1640 |      0 |      1 |          0 |
|       inst                                                        |                                                                 zynq_gnss_acquisition_bd_ddr_to_stream_1_1_ddr_to_stream |        978 |        943 |       0 |   35 |  1640 |      0 |      1 |          0 |
|         (inst)                                                    |                                                                 zynq_gnss_acquisition_bd_ddr_to_stream_1_1_ddr_to_stream |         33 |         32 |       0 |    1 |   258 |      0 |      0 |          0 |
|         control_r_s_axi_U                                         |                                                 zynq_gnss_acquisition_bd_ddr_to_stream_1_1_ddr_to_stream_control_r_s_axi |        109 |        109 |       0 |    0 |   169 |      0 |      0 |          0 |
|         control_s_axi_U                                           |                                                   zynq_gnss_acquisition_bd_ddr_to_stream_1_1_ddr_to_stream_control_s_axi |         51 |         51 |       0 |    0 |    84 |      0 |      0 |          0 |
|         gmem_m_axi_U                                              |                                                      zynq_gnss_acquisition_bd_ddr_to_stream_1_1_ddr_to_stream_gmem_m_axi |        437 |        404 |       0 |   33 |   739 |      0 |      1 |          0 |
